"Date","Price","Open","High","Low","Vol.","Change %"
"04-01-2022","14,040.65","14,207.05","14,239.45","14,017.55","19.66M","-0.82%"
"03-01-2022","14,156.40","14,247.65","14,280.00","14,148.05","15.15M","-0.47%"
"31-12-2021","14,223.00","14,164.60","14,254.10","14,133.40","18.05M","0.62%"
"30-12-2021","14,135.50","14,075.40","14,174.20","14,036.60","27.76M","0.44%"
"29-12-2021","14,072.90","13,881.80","14,112.45","13,857.75","31.94M","1.71%"
"28-12-2021","13,836.15","13,739.00","13,857.50","13,705.30","21.64M","0.92%"
"27-12-2021","13,710.15","13,491.40","13,723.80","13,472.10","27.20M","1.62%"
"24-12-2021","13,491.25","13,676.80","13,677.80","13,467.55","21.64M","-1.12%"
"23-12-2021","13,644.50","13,618.15","13,668.35","13,588.90","26.10M","0.71%"
"22-12-2021","13,547.70","13,339.45","13,564.60","13,269.95","23.62M","1.99%"
"21-12-2021","13,282.85","13,217.90","13,335.90","13,181.60","21.52M","0.75%"
"20-12-2021","13,184.45","13,177.15","13,259.05","13,005.20","34.67M","-0.35%"
"17-12-2021","13,230.70","13,410.50","13,420.75","13,152.95","25.18M","-1.22%"
"16-12-2021","13,393.65","13,603.20","13,604.50","13,316.55","22.14M","-0.88%"
"15-12-2021","13,512.05","13,569.00","13,576.30","13,406.40","21.66M","-0.47%"
"14-12-2021","13,575.90","13,419.25","13,601.40","13,402.30","34.39M","1.06%"
"13-12-2021","13,432.90","13,537.60","13,552.30","13,398.75","23.17M","-0.10%"
"10-12-2021","13,446.10","13,428.10","13,527.20","13,427.65","26.17M","-0.02%"
"09-12-2021","13,449.40","13,482.20","13,504.90","13,400.80","26.64M","0.12%"
"08-12-2021","13,433.85","13,300.20","13,456.95","13,280.20","31.64M","1.51%"
"07-12-2021","13,234.35","13,238.60","13,280.85","13,132.55","18.51M","0.32%"
"06-12-2021","13,192.25","13,463.55","13,467.80","13,168.50","16.13M","-1.87%"
"03-12-2021","13,443.85","13,608.00","13,610.25","13,426.45","18.16M","-0.83%"
"02-12-2021","13,557.00","13,510.85","13,585.30","13,472.35","23.52M","0.85%"
"01-12-2021","13,442.10","13,721.25","13,782.65","13,380.50","23.89M","-1.62%"
"30-11-2021","13,662.80","13,656.80","13,777.70","13,600.95","46.89M","0.10%"
"29-11-2021","13,648.80","13,910.95","13,998.15","13,622.50","38.16M","-1.07%"
"26-11-2021","13,797.10","13,487.30","13,990.40","13,455.25","63.44M","1.70%"
"25-11-2021","13,566.50","13,414.40","13,583.45","13,385.35","25.30M","1.18%"
"24-11-2021","13,408.10","13,518.40","13,557.80","13,379.90","21.50M","-0.61%"
"23-11-2021","13,489.95","13,206.00","13,534.35","13,152.55","27.83M","1.85%"
"22-11-2021","13,245.35","13,513.35","13,544.25","13,176.30","22.17M","-1.75%"
"18-11-2021","13,481.40","13,603.65","13,620.40","13,388.65","22.90M","-1.03%"
"17-11-2021","13,621.90","13,796.30","13,800.60","13,592.45","24.68M","-1.28%"
"16-11-2021","13,798.80","14,008.35","14,016.95","13,776.05","26.34M","-1.26%"
"15-11-2021","13,974.35","13,790.45","13,996.85","13,770.90","38.96M","1.45%"
"12-11-2021","13,774.65","13,806.60","13,807.50","13,685.15","18.65M","0.41%"
"11-11-2021","13,717.80","13,896.20","13,901.35","13,685.70","21.35M","-1.39%"
"10-11-2021","13,911.30","13,849.70","13,957.65","13,823.90","27.13M","0.23%"
"09-11-2021","13,878.70","13,920.10","14,061.25","13,851.20","27.77M","0.20%"
"08-11-2021","13,851.25","13,912.20","13,915.45","13,639.55","20.93M","-0.70%"
"04-11-2021","13,948.20","13,969.15","13,969.15","13,931.70","2.62M","0.43%"
"03-11-2021","13,888.30","14,022.85","14,053.85","13,818.30","22.72M","-0.75%"
"02-11-2021","13,993.20","14,060.80","14,098.45","13,878.30","32.55M","-0.40%"
"01-11-2021","14,049.45","13,952.10","14,072.55","13,830.15","20.51M","1.23%"
"29-10-2021","13,879.35","13,735.50","14,092.80","13,587.25","40.58M","0.72%"
"28-10-2021","13,780.60","14,092.60","14,129.10","13,736.75","24.05M","-2.23%"
"27-10-2021","14,094.25","14,002.25","14,202.15","13,993.85","22.93M","0.88%"
"26-10-2021","13,970.65","14,004.25","14,036.60","13,882.10","18.73M","0.19%"
"25-10-2021","13,943.85","13,945.10","13,983.25","13,637.55","22.27M","-0.04%"
"22-10-2021","13,949.65","14,207.65","14,215.05","13,891.85","27.66M","-1.55%"
"21-10-2021","14,169.95","14,300.90","14,306.15","13,990.90","27.44M","-0.05%"
"20-10-2021","14,177.35","14,360.40","14,424.15","14,127.60","19.65M","-1.44%"
"19-10-2021","14,384.35","14,626.30","14,682.95","14,357.15","17.88M","-1.46%"
"18-10-2021","14,598.20","14,771.25","14,795.90","14,570.85","21.82M","-0.89%"
"14-10-2021","14,728.65","14,711.00","14,802.40","14,698.75","16.61M","0.34%"
"13-10-2021","14,679.40","14,680.40","14,725.25","14,626.85","20.49M","0.34%"
"12-10-2021","14,629.20","14,650.55","14,726.10","14,521.00","21.33M","0.09%"
"11-10-2021","14,615.35","14,588.50","14,651.25","14,502.80","17.78M","0.69%"
"08-10-2021","14,514.80","14,624.10","14,656.50","14,468.90","17.98M","-0.33%"
"07-10-2021","14,562.20","14,564.45","14,591.35","14,489.90","26.69M","0.69%"
"06-10-2021","14,461.95","14,750.05","14,775.30","14,435.75","19.94M","-1.87%"
"05-10-2021","14,738.25","14,816.90","14,849.85","14,619.65","20.24M","-0.50%"
"04-10-2021","14,812.40","14,649.10","14,938.25","14,643.95","32.39M","1.54%"
"01-10-2021","14,587.65","14,424.30","14,603.90","14,397.55","21.73M","0.84%"
"30-09-2021","14,466.50","14,427.70","14,604.70","14,398.00","30.81M","0.43%"
"29-09-2021","14,404.95","14,203.50","14,515.45","14,172.50","34.48M","1.65%"
"28-09-2021","14,171.60","14,196.95","14,273.75","13,956.15","18.59M","0.11%"
"27-09-2021","14,156.70","14,297.55","14,316.15","14,106.70","13.34M","-0.93%"
"24-09-2021","14,289.15","14,402.80","14,457.70","14,247.50","10.83M","-0.64%"
"23-09-2021","14,380.50","14,393.10","14,407.05","14,311.30","10.60M","0.32%"
"22-09-2021","14,334.25","14,267.35","14,386.40","14,242.70","11.56M","0.39%"
"21-09-2021","14,278.95","14,093.85","14,300.00","14,033.40","14.45M","1.29%"
"20-09-2021","14,097.25","14,281.00","14,372.65","14,040.50","17.08M","-1.80%"
"17-09-2021","14,355.15","14,550.75","14,557.95","14,288.05","32.69M","-0.94%"
"16-09-2021","14,491.35","14,494.05","14,538.80","14,456.20","17.14M","0.02%"
"15-09-2021","14,487.90","14,457.55","14,505.60","14,410.35","13.07M","0.53%"
"14-09-2021","14,410.95","14,440.70","14,505.15","14,373.35","9.80M","0.24%"
"13-09-2021","14,377.05","14,339.30","14,389.70","14,258.05","8.02M","0.33%"
"09-09-2021","14,329.85","14,300.30","14,339.65","14,247.80","12.77M","-0.14%"
"08-09-2021","14,349.45","14,396.80","14,410.90","14,248.00","11.63M","-0.26%"
"07-09-2021","14,387.35","14,488.05","14,503.30","14,341.50","11.24M","-0.65%"
"06-09-2021","14,481.55","14,540.95","14,562.25","14,449.25","13.77M","-0.03%"
"03-09-2021","14,485.65","14,506.05","14,553.40","14,399.25","14.05M","0.19%"
"02-09-2021","14,458.50","14,373.55","14,500.40","14,364.00","16.43M","0.97%"
"01-09-2021","14,319.85","14,375.90","14,452.95","14,277.75","16.56M","-0.17%"
